repaired,relative,music_exists,repaired_size,music_size,repaired_dur,music_dur,pcm_same,recommendation
/Volumes/dotad/ReallyRepaired/Various Artists - (1991) Maroc Anthologie des Rwayes Morocco Anthology of the Rwayes - 03. Tazzwit (L'abeille The Bee).repaired.flac,Various Artists - (1991) Maroc Anthologie des Rwayes Morocco Anthology of the Rwayes - 03. Tazzwit (L'abeille The Bee).repaired.flac,False,22101426,,232.226667,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Phoenix - (2022) Alpha Zulu - 08. All Eyes on Me.repaired.flac,Phoenix - (2022) Alpha Zulu - 08. All Eyes on Me.repaired.flac,True,39371704,39371704,184.12,184.12,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Michael Jackson - (2005) The Essential Michael Jackson - 02-08. Black or White.flac,Michael Jackson - (2005) The Essential Michael Jackson - 02-08. Black or White.flac,True,100825123,100825123,278.825604,278.825604,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Sufjan Stevens - (2015) Blue Bucket of Gold - 01. Blue Bucket of Gold (remix).flac,Sufjan Stevens - (2015) Blue Bucket of Gold - 01. Blue Bucket of Gold (remix).flac,False,31226858,,212.950204,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Shannon and the Clams - (2024) The Moon Is in the Wrong Place - 02. The Hourglass.repaired.flac,Shannon and the Clams - (2024) The Moon Is in the Wrong Place - 02. The Hourglass.repaired.flac,False,51021103,,224.829604,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Ursula 1000 - (1999) Now Sound of Ursula 1000 - 12. Soft Landing.flac,Ursula 1000 - (1999) Now Sound of Ursula 1000 - 12. Soft Landing.flac,False,17620010,,211.951746,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Red Hot Chili Peppers - (1991) Blood Sugar Sex Magik - 16. Sir Psycho Sexy (1).flac,Red Hot Chili Peppers - (1991) Blood Sugar Sex Magik - 16. Sir Psycho Sexy (1).flac,False,202818681,,496.391833,,NA,COPY->MUSIC
"/Volumes/dotad/ReallyRepaired/Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 01-24. Goldberg Variations, BWV 988: Variatio 23 a 2 Clav..repaired.flac","Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 01-24. Goldberg Variations, BWV 988: Variatio 23 a 2 Clav..repaired.flac",True,45228623,45228623,133.746667,133.746667,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Rufus Wainwright - (2007) Rufus Does Judy at Carnegie Hall - 02-08. Stormy Weather.repaired.flac,Rufus Wainwright - (2007) Rufus Does Judy at Carnegie Hall - 02-08. Stormy Weather.repaired.flac,False,76609559,,405.0,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Prins Thomas - (2018) The Movement of the Free Spirit - 16. Franks Kaktus (Mixed).flac,Prins Thomas - (2018) The Movement of the Free Spirit - 16. Franks Kaktus (Mixed).flac,False,16603642,,126.595193,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 05. The Afterlife (radio edit).flac,YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 05. The Afterlife (radio edit).flac,False,25066548,,176.443855,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/The Rascals - (2007) The Young Rascals - 08. Mustang Sally.repaired.flac,The Rascals - (2007) The Young Rascals - 08. Mustang Sally.repaired.flac,False,175717713,,240.8,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Tale of Us - (2017) Endless Remixes - 10. Quello che resta (Antonio Ruscito remix).flac,Tale of Us - (2017) Endless Remixes - 10. Quello che resta (Antonio Ruscito remix).flac,False,78029030,,398.29925,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/John Lennon - (2020) GIMME SOME TRUTH. - 01. Instant Karma! (We All Shine On) (Ultimate mix).flac,John Lennon - (2020) GIMME SOME TRUTH. - 01. Instant Karma! (We All Shine On) (Ultimate mix).flac,True,67862892,67862892,202.224,202.224,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Phoenix - (2009) Wolfgang Amadeus Phoenix - 02-04. Lasso (2 Door Cinema club remix).repaired.flac,Phoenix - (2009) Wolfgang Amadeus Phoenix - 02-04. Lasso (2 Door Cinema club remix).repaired.flac,True,33181668,33181668,174.026667,174.026667,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Polo & Pan - (2018) Caravelle - 03. Canopée.repaired.flac,Polo & Pan - (2018) Caravelle - 03. Canopée.repaired.flac,True,54148624,54148624,276.293333,276.293333,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/J.S. Ondara - (2019) Tales of America: The Second Coming - 03. Saying Goodbye.flac,J.S. Ondara - (2019) Tales of America: The Second Coming - 03. Saying Goodbye.flac,True,89739728,89739728,230.096,230.096,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/warner case - (2021) sing me a song - 01. sing me a song.flac,warner case - (2021) sing me a song - 01. sing me a song.flac,False,26486686,,252.096803,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Various Artists - (2020) Good Music to Avert the Collapse of American Democracy - 06. Half-Light (acoustic).flac,Various Artists - (2020) Good Music to Avert the Collapse of American Democracy - 06. Half-Light (acoustic).flac,False,75158851,,196.357333,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Matthew Herbert & Momoko Gill - (2025) Clay - 02. Need to Run.flac,Matthew Herbert & Momoko Gill - (2025) Clay - 02. Need to Run.flac,True,94109513,94109513,277.610667,277.610667,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Kaiser Chiefs - (2024) Kaiser Chiefs' Easy Eighth Album - 08. Jealousy.flac,Kaiser Chiefs - (2024) Kaiser Chiefs' Easy Eighth Album - 08. Jealousy.flac,True,28937857,28937857,129.748707,129.748707,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Jacques Brel - (1988) Les Marquises - 12. Les Marquises.flac,Jacques Brel - (1988) Les Marquises - 12. Les Marquises.flac,True,91375806,91375806,236.544,236.544,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Various Artists - (2022) Igloo 4 - 01. L & L Sitting In A Tree.repaired.flac,Various Artists - (2022) Igloo 4 - 01. L & L Sitting In A Tree.repaired.flac,False,49089738,,233.5,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-01. Lisztomania.repaired.flac,Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-01. Lisztomania.repaired.flac,True,49006190,49006190,241.64,241.64,NA,KEEP_MUSIC (duplicate)
"/Volumes/dotad/ReallyRepaired/Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 02-25. Goldberg Variations, BWV 988: Variatio 24 Canone all'Ottava. a 1 Clav. (live at Thomaskirche, Leipzig, 2020).repaired.flac","Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 02-25. Goldberg Variations, BWV 988: Variatio 24 Canone all'Ottava. a 1 Clav. (live at Thomaskirche, Leipzig, 2020).repaired.flac",True,63836686,63836686,215.373333,215.373333,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Hiromi feat. Sonicwonder - (2025) OUT THERE - 08. Pendulum (Solo).flac,Hiromi feat. Sonicwonder - (2025) OUT THERE - 08. Pendulum (Solo).flac,True,99845037,99845037,378.954667,378.954667,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Greenskeepers - (2015) Herbie Was A Racecar Driver - 03. Night In Chicago.flac,Greenskeepers - (2015) Herbie Was A Racecar Driver - 03. Night In Chicago.flac,True,44852867,44852867,373.75,373.75,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Soapkills - (2017) Bater - 08. Flower Juice.flac,Soapkills - (2017) Bater - 08. Flower Juice.flac,False,13968956,,162.521633,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Soapkills - (2017) Bater - 07. Follow.repaired.flac,Soapkills - (2017) Bater - 07. Follow.repaired.flac,False,33510517,,351.464762,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Noir & Haze - (2012) Around (Remixes) - 08. Around (Solomun dub).repaired.flac,Noir & Haze - (2012) Around (Remixes) - 08. Around (Solomun dub).repaired.flac,True,39073195,39073195,385.219501,385.219501,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Rufus Wainwright - (2023) Rufus Wainwright - 15. More Wine (session outtake).repaired.flac,Rufus Wainwright - (2023) Rufus Wainwright - 15. More Wine (session outtake).repaired.flac,False,86685272,,238.466667,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Pink Floyd - (1994) The Division Bell - 06. Poles Apart.repaired.flac,Pink Floyd - (1994) The Division Bell - 06. Poles Apart.repaired.flac,True,267710959,267710959,423.693333,423.693333,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Jackson Browne - (2008) Running on Empty - 01. Running on Empty.flac,Jackson Browne - (2008) Running on Empty - 01. Running on Empty.flac,True,206697404,206697404,330.408896,330.408896,NA,KEEP_MUSIC (duplicate)
"/Volumes/dotad/ReallyRepaired/Pink Floyd - (2014) The Endless River - 01. Side 1, Pt. 1: Things Left Unsaid.repaired.flac","Pink Floyd - (2014) The Endless River - 01. Side 1, Pt. 1: Things Left Unsaid.repaired.flac",True,92812420,92812420,264.6,264.6,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Red Hot Chili Peppers - (2014) The Studio Album Collection 1991-2011 - 02-09. Tearjerker.repaired.flac,Red Hot Chili Peppers - (2014) The Studio Album Collection 1991-2011 - 02-09. Tearjerker.repaired.flac,False,104570106,,259.097667,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Windwaker - (2021) Toxic - 01. Toxic.flac,Windwaker - (2021) Toxic - 01. Toxic.flac,False,29853078,,214.0,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/The Neighbourhood - (2016) Wiped Out! - 01-04. Wiped Out!.flac,The Neighbourhood - (2016) Wiped Out! - 01-04. Wiped Out!.flac,False,74445146,,373.381587,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Young Man - (2010) Boy EP - 03. Home Alone.repaired.flac,Young Man - (2010) Boy EP - 03. Home Alone.repaired.flac,False,16223398,,183.893333,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Sufjan Stevens - (2020) Songs for Christmas EP - 12. Only at Christmas Time.flac,Sufjan Stevens - (2020) Songs for Christmas EP - 12. Only at Christmas Time.flac,False,14613571,,134.053333,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/R.E.M. - (2016) Out of Time - 02-01. Losing My Religion 1 (demo).flac,R.E.M. - (2016) Out of Time - 02-01. Losing My Religion 1 (demo).flac,False,87378589,,240.201156,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Johnny Hallyday - (2011) Gang - 05. Je te promets.flac,Johnny Hallyday - (2011) Gang - 05. Je te promets.flac,True,50450593,50450593,278.946667,278.946667,NA,KEEP_MUSIC (duplicate)
"/Volumes/dotad/ReallyRepaired/Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 02-08. Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga (live at Thomaskirche, Leipzig, 2020).repaired.flac","Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 02-08. Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga (live at Thomaskirche, Leipzig, 2020).repaired.flac",True,38724041,38724041,131.36,131.36,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Gas - (1996) Gas - 03-01. [untitled].flac,Gas - (1996) Gas - 03-01. [untitled].flac,True,73264799,73264799,991.249728,991.249728,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/The Cure - (2024) Songs of a Lost World - 08. Endsong.repaired.flac,The Cure - (2024) Songs of a Lost World - 08. Endsong.repaired.flac,False,206066604,,623.320438,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Led Zeppelin - (2014) Led Zeppelin II - 01-02. What Is and What Should Never Be.repaired.flac,Led Zeppelin - (2014) Led Zeppelin II - 01-02. What Is and What Should Never Be.repaired.flac,True,110120987,110120987,286.23125,286.23125,NA,KEEP_MUSIC (duplicate)
"/Volumes/dotad/ReallyRepaired/Sufjan Stevens - (2020) Songs for Christmas - 29. Did I Make You Cry on Christmas Day? (Well, You Deserved It!).flac","Sufjan Stevens - (2020) Songs for Christmas - 29. Did I Make You Cry on Christmas Day? (Well, You Deserved It!).flac",False,22763912,,201.506667,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Guns N' Roses - (2002) Appetite for Destruction - 01. Welcome to the Jungle.flac,Guns N' Roses - (2002) Appetite for Destruction - 01. Welcome to the Jungle.flac,True,190500279,190500279,326.49249,326.49249,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Yaya Bey - (2023) Exodus the North Star - 06. ascendent (mother fxcker).repaired.flac,Yaya Bey - (2023) Exodus the North Star - 06. ascendent (mother fxcker).repaired.flac,False,31135735,,158.130667,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Led Zeppelin - (2007) The Song Remains the Same - 01-01. Rock and Roll.repaired.flac,Led Zeppelin - (2007) The Song Remains the Same - 01-01. Rock and Roll.repaired.flac,True,92597788,92597788,235.4,235.4,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Jack White - (2018) Boarding House Reach - 06. Ice Station Zebra.flac,Jack White - (2018) Boarding House Reach - 06. Ice Station Zebra.flac,True,100313889,100313889,279.397281,279.397281,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Herbie Hancock - (2007) Head Hunters - 04. Vein Melter.flac,Herbie Hancock - (2007) Head Hunters - 04. Vein Melter.flac,True,185791963,185791963,565.099875,565.099875,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Rinky Dinky - (2021) Bake A Cake - 01. Bake A Cake.repaired.flac,Rinky Dinky - (2021) Bake A Cake - 01. Bake A Cake.repaired.flac,False,30544293,,143.902449,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Cat Power - (1996) What Would the Community Think - 01. In This Hole.flac,Cat Power - (1996) What Would the Community Think - 01. In This Hole.flac,True,23133788,23133788,299.693333,299.693333,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Iron Maiden - (1993) Fear of the Dark Live (single) - 01. Fear of the Dark (live).flac,Iron Maiden - (1993) Fear of the Dark Live (single) - 01. Fear of the Dark (live).flac,True,99943138,99943138,473.648231,473.648231,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Yaya Bey - (2016) The Many Alter-Egos of Trill'eta Brown - 03. Get $ Trixie.repaired.flac,Yaya Bey - (2016) The Many Alter-Egos of Trill'eta Brown - 03. Get $ Trixie.repaired.flac,False,31283352,,200.620408,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Future Disco - (2020) Future Disco: Poolside Sounds 9 - 17. Kiya (Mixed).flac,Future Disco - (2020) Future Disco: Poolside Sounds 9 - 17. Kiya (Mixed).flac,True,43578964,43578964,373.029569,373.029569,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Yaya Bey - (2024) Ten Fold - 09. so fantastic.repaired.flac,Yaya Bey - (2024) Ten Fold - 09. so fantastic.repaired.flac,False,12861393,,70.736848,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Gorillaz - (2014) Gorillaz - 01. Re-Hash.flac,Gorillaz - (2014) Gorillaz - 01. Re-Hash.flac,True,43241656,43241656,220.0,220.0,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Grimes - (2021) Miss Anthropocene (rave edition) - 01. So Heavy I Fell Through the Earth (ANNA remix).flac,Grimes - (2021) Miss Anthropocene (rave edition) - 01. So Heavy I Fell Through the Earth (ANNA remix).flac,True,48517053,48517053,405.581406,405.581406,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/The Cure - (2017) Acoustic Hits - 02-05. Mint Car.flac,The Cure - (2017) Acoustic Hits - 02-05. Mint Car.flac,False,25904247,,205.00898,,NA,COPY->MUSIC
"/Volumes/dotad/ReallyRepaired/Felix Mendelssohn; Budapest Festival Orchestra, Iván Fischer - (2018) Overture & Incidental music to ""A Midsummer Night's Dream"" - 01. ""A Midsummer Night's Dream"", Overture, op. 21.flac","Felix Mendelssohn; Budapest Festival Orchestra, Iván Fischer - (2018) Overture & Incidental music to ""A Midsummer Night's Dream"" - 01. ""A Midsummer Night's Dream"", Overture, op. 21.flac",True,344970377,344970377,829.824,829.824,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Various Artists - (1991) Maroc Anthologie des Rwayes Morocco Anthology of the Rwayes - 13. Lmakina (Le phonographe The Gramophone).repaired.flac,Various Artists - (1991) Maroc Anthologie des Rwayes Morocco Anthology of the Rwayes - 13. Lmakina (Le phonographe The Gramophone).repaired.flac,False,30214051,,320.826667,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/John Lennon - (1987) Imagine - 01. Imagine.flac,John Lennon - (1987) Imagine - 01. Imagine.flac,True,81002791,81002791,231.381333,231.381333,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Yaya Bey - (2016) The Many Alter-Egos of Trill'eta Brown EP - 08. Throo (talitha cumi).repaired.flac,Yaya Bey - (2016) The Many Alter-Egos of Trill'eta Brown EP - 08. Throo (talitha cumi).repaired.flac,False,41930567,,271.952109,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Yaya Bey - (2016) The Many Alter-Egos of Trill'eta Brown EP - 07. An ode to Trill'eta Brown (magical).repaired.flac,Yaya Bey - (2016) The Many Alter-Egos of Trill'eta Brown EP - 07. An ode to Trill'eta Brown (magical).repaired.flac,False,31737878,,219.93941,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/JackLNDN - (2015) Drop Out EP - 02. Aeterna.flac,JackLNDN - (2015) Drop Out EP - 02. Aeterna.flac,True,72052102,72052102,375.126054,375.126054,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Say Lou Lou - (2014) Games for Girls - 04. Games for Girls (Alex Metric Dub Remix).repaired (3).flac,Say Lou Lou - (2014) Games for Girls - 04. Games for Girls (Alex Metric Dub Remix).repaired (3).flac,False,7864320,,,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/The Trammps - (1992) The Legendary ZING Album - 01. Penguin at the Big Apple  Zing Went the Strings of My Heart.flac,The Trammps - (1992) The Legendary ZING Album - 01. Penguin at the Big Apple  Zing Went the Strings of My Heart.flac,False,174713121,,317.581083,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Ricardo Villalobos - (2005) AchSo - 01-01. SieSo.flac,Ricardo Villalobos - (2005) AchSo - 01-01. SieSo.flac,False,76824606,,716.133333,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Alan Palomo - (2023) World of Hassle - 02. Meutrière.flac,Alan Palomo - (2023) World of Hassle - 02. Meutrière.flac,True,84904294,84904294,214.92125,214.92125,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Prins Thomas - (2017) Prins Thomas 5 - 08. London Till Lisboa.flac,Prins Thomas - (2017) Prins Thomas 5 - 08. London Till Lisboa.flac,False,40406317,,493.930612,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Vendredi sur Mer - (2019) Premiers émois - 10. Je T'Aime Trop Tôt.flac,Vendredi sur Mer - (2019) Premiers émois - 10. Je T'Aime Trop Tôt.flac,False,24356214,,205.186667,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/James Curd - (XXXX) Into The Ashes (Original Motion Picture Soundtrack) - 04. End Credits.flac,James Curd - (XXXX) Into The Ashes (Original Motion Picture Soundtrack) - 04. End Credits.flac,True,51693303,51693303,290.0,290.0,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Prins Thomas - (2022) 8 + 9 - 11. I Love U.repaired.flac,Prins Thomas - (2022) 8 + 9 - 11. I Love U.repaired.flac,False,33556787,,333.279456,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-07. Rome.repaired.flac,Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-07. Rome.repaired.flac,True,55484951,55484951,278.08,278.08,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Pale Blue - (2023) The Last Song (Sasha Remixes) EP - 01. The Last Song (Sasha extended remix).flac,Pale Blue - (2023) The Last Song (Sasha Remixes) EP - 01. The Last Song (Sasha extended remix).flac,True,51051064,51051064,416.279433,416.279433,NA,KEEP_MUSIC (duplicate)
"/Volumes/dotad/ReallyRepaired/Glenn Gould - (2015) Remastered: The Complete Columbia Album Collection - 14-06. Concerto for Piano and Orchestra, op. 42: Adagio.flac","Glenn Gould - (2015) Remastered: The Complete Columbia Album Collection - 14-06. Concerto for Piano and Orchestra, op. 42: Adagio.flac",True,71178028,71178028,406.999365,406.999365,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Sufjan Stevens - (2021) Convocations - 15. Lamentation V.repaired.flac,Sufjan Stevens - (2021) Convocations - 15. Lamentation V.repaired.flac,False,20729406,,251.26049,,NA,COPY->MUSIC
"/Volumes/dotad/ReallyRepaired/Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 02-10. Goldberg Variations, BWV 988: Variatio 9 Canone alla Terza. a 1 Clav. (live at Thomaskirche, Leipzig, 2020).flac","Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 02-10. Goldberg Variations, BWV 988: Variatio 9 Canone alla Terza. a 1 Clav. (live at Thomaskirche, Leipzig, 2020).flac",True,41143129,41143129,141.648,141.648,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Morcheeba - (2025) Escape the Chaos - 12. Escape the Chaos.flac,Morcheeba - (2025) Escape the Chaos - 12. Escape the Chaos.flac,True,103396629,103396629,300.13924,300.13924,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Various Artists - (2024) Kompakt: Total 24 - 05. I Will.flac,Various Artists - (2024) Kompakt: Total 24 - 05. I Will.flac,False,75025735,,347.770667,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Lean - (2018) Years - 10. On the Fence.flac,Lean - (2018) Years - 10. On the Fence.flac,True,42586872,42586872,224.001859,224.001859,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Pépite - (2024) Les Années Lumière - 07. Cavalier.flac,Pépite - (2024) Les Années Lumière - 07. Cavalier.flac,True,33836738,33836738,192.052245,192.052245,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Various Artists - (2020) Toolroom House Party Vol. 2 - 01-41. Mery (extended mix).repaired.flac,Various Artists - (2020) Toolroom House Party Vol. 2 - 01-41. Mery (extended mix).repaired.flac,False,49126871,,432.460476,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/R.E.M. - (2016) Out of Time - 01-10. Country Feedback.flac,R.E.M. - (2016) Out of Time - 01-10. Country Feedback.flac,False,95442317,,249.275102,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Sufjan Stevens - (2021) Convocations - 41. Incantation I.flac,Sufjan Stevens - (2021) Convocations - 41. Incantation I.flac,False,12224650,,137.457771,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Sufjan Stevens - (2021) Convocations - 29. Revelation IX.repaired.flac,Sufjan Stevens - (2021) Convocations - 29. Revelation IX.repaired.flac,False,24442556,,278.69251,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Sufjan Stevens - (2012) Silver & Gold - 05-08. Justice Delivers Its Death.flac,Sufjan Stevens - (2012) Silver & Gold - 05-08. Justice Delivers Its Death.flac,False,23476940,,182.752653,,NA,COPY->MUSIC
"/Volumes/dotad/ReallyRepaired/Henryk Mikolaj Gorecki; Dawn Upshaw, London Sinfonietta, David Zinman - (1992) Symphony no. 3 - 02. Symphony no. 3, op. 36: II. Lento e largo - Tranquillissimo.flac","Henryk Mikolaj Gorecki; Dawn Upshaw, London Sinfonietta, David Zinman - (1992) Symphony no. 3 - 02. Symphony no. 3, op. 36: II. Lento e largo - Tranquillissimo.flac",True,93348622,93348622,567.986667,567.986667,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Domino - (2008) Super Eurobeat Presents Domino Special Collection Vol. 1 - 08. Euroboy (extended version).flac,Domino - (2008) Super Eurobeat Presents Domino Special Collection Vol. 1 - 08. Euroboy (extended version).flac,True,47126891,47126891,378.559388,378.559388,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Ø - (2025) Sysivalo - 17. Kohtalo.repaired.flac,Ø - (2025) Sysivalo - 17. Kohtalo.repaired.flac,False,4398110,,85.149932,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Vendredi sur Mer - (2022) Métamorphose - 08. S'il est.flac,Vendredi sur Mer - (2022) Métamorphose - 08. S'il est.flac,False,42353166,,238.997211,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Led Zeppelin - (2015) Presence - 01-05. Candy Store Rock.flac,Led Zeppelin - (2015) Presence - 01-05. Candy Store Rock.flac,True,112968880,112968880,275.341833,275.341833,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Robyn - (2010) Body Talk - 03. Dancing on My Own.flac,Robyn - (2010) Body Talk - 03. Dancing on My Own.flac,False,34228587,,285.853583,,NA,COPY->MUSIC
"/Volumes/dotad/ReallyRepaired/Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 01-28. Goldberg Variations, BWV 988: Variatio 27 Canone alla Nona. a 2 Clav..repaired.flac","Johann Sebastian Bach; Lang Lang - (2021) Goldberg Variations (extended edition) - 01-28. Goldberg Variations, BWV 988: Variatio 27 Canone alla Nona. a 2 Clav..repaired.flac",True,33135052,33135052,97.946667,97.946667,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Jade Bird - (2019) Jade Bird - 12. If I Die.flac,Jade Bird - (2019) Jade Bird - 12. If I Die.flac,True,43293293,43293293,232.554333,232.554333,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Yaya Bey - (2024) me and all my niggas - 01. me and all my niggas.repaired.flac,Yaya Bey - (2024) me and all my niggas - 01. me and all my niggas.repaired.flac,False,19941028,,114.698594,,NA,COPY->MUSIC
/Volumes/dotad/ReallyRepaired/Indochine - (2024) Babel Babel - 02-02. En route vers le futur.flac,Indochine - (2024) Babel Babel - 02-02. En route vers le futur.flac,True,75183750,75183750,339.106667,339.106667,NA,KEEP_MUSIC (duplicate)
/Volumes/dotad/ReallyRepaired/Leftfield - (2017) Leftism 22 - 01-10. Open Up.flac,Leftfield - (2017) Leftism 22 - 01-10. Open Up.flac,True,88016150,88016150,410.339501,410.339501,NA,KEEP_MUSIC (duplicate)
