path,checksum,library,zone
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Ela Minus/(2025) DÍA/Ela Minus - (2025) DÍA - 10. COMBAT.flac",streaminfo:269441343337615076062555440209675658764,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Ernesto Targa/(1997) Burnin'/Ernesto Targa - (1997) Burnin' - 02. Il fuoco (Italian edit).flac",streaminfo:260553933688399133579405112232721860180,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Fiona Apple/(2025) Pretrial (Let Her Go Home)/Fiona Apple - (2025) Pretrial (Let Her Go Home) - 01. Pretrial (Let Her Go Home).flac",streaminfo:169362181295334789597259287763712542116,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/France Gall/(2024) Plus haut/France Gall - (2024) Plus haut - 25. Hong-Kong star (Remastérisé en 2004).flac",streaminfo:332014359307364410927582553440052770821,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/G.O.D. Pt. III & Twiz the Beat Pro feat. Killer Ben/(2019) Quarantine/G.O.D. Pt. III & Twiz the Beat Pro feat. Killer Ben - (2019) Quarantine - 12. Truth or Dare.flac",streaminfo:43351128835825140633935769731550447531,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/G.O.D. Pt. III & Twiz the Beat Pro feat. Prodigal Sunn & Born Divine/(2019) Quarantine/G.O.D. Pt. III & Twiz the Beat Pro feat. Prodigal Sunn & Born Divine - (2019) Quarantine - 08. Glass House.flac",streaminfo:253287035567106809272401848713839824455,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/GW Harrison/(2020) Hear My Soul/GW Harrison - (2020) Hear My Soul - 01. Hear My Soul.flac",streaminfo:223522452919997920998697353152229301325,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Gene Dunlap featuring The Ridgeways/(1981) It's Just The Way I Feel/Gene Dunlap featuring The Ridgeways - (1981) It's Just The Way I Feel - 06. It's Just The Way I Feel.flac",streaminfo:86610526353153634108235831883419628561,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Harlem Zip Code/(2003) Penultimate (single)/Harlem Zip Code - (2003) Penultimate (single) - 01. Fling Up Your Wig (extended).flac",streaminfo:83274904481526699950759081919426859136,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Hot Chip/(2012) How Do You Do?/Hot Chip - (2012) How Do You Do? - 02. How Do You Do? (Todd Terje remix).flac",streaminfo:207433325030354276038939506396937930916,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Hot Chip/(2012) How Do You Do?/Hot Chip - (2012) How Do You Do? - 05. How Do You Do? (James Zabiela remix).flac",streaminfo:143463986202527441359698578380026437063,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Joe Goddard feat. SLO/(2017) Ordinary Madness (RAC mix)/Joe Goddard feat. SLO - (2017) Ordinary Madness (RAC mix) - 03. Ordinary Madness (RAC mix) [dub].flac",streaminfo:222775225165196944411519211344503453637,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Jon Cutler, E-man/(2017) Glitterbox Mixtape 002 (hosted by Melvo Baptiste)/Jon Cutler, E-man - (2017) Glitterbox Mixtape 002 (hosted by Melvo Baptiste) - 03. It's Yours (feat. E-Man) [Joey Negro Remix] [Mixed]__788f89cc.flac",streaminfo:250397347593094110997303339671249302481,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Lovage/(2001) Nathaniel Merriweather Presents... Lovage꞉ Music to Make Love to Your Old Lady By/Lovage - (2001) Nathaniel Merriweather Presents... Lovage꞉ M__091785dc.flac",streaminfo:236933375669752464812864695281563754034,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Melotron/(1999) Mörderwerk/Melotron - (1999) Mörderwerk - 03. Glühendes Spiel.flac",streaminfo:27198180105164297688860353318291528176,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Moods, HIGH HØØPS/(2019) Comfortable/Moods, HIGH HØØPS - (2019) Comfortable - 02. Comfortable (Kraak & Smaak Hangmat Remix).flac",streaminfo:1155594118447888282662379335341304834,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/NewDad/(2024) Just Like Heaven (Live at BBC Maida Vale)/NewDad - (2024) Just Like Heaven (Live at BBC Maida Vale) - 01. Just Like Heaven (Live at BBC Maida Vale).flac",streaminfo:194766763124258565767986060792006208924,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Nile Delta/(2010) Channel ∕ All This/Nile Delta - (2010) Channel ∕ All This - 01. Channel.flac",streaminfo:222129162891553348943573107818795514225,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Patrice Bäumel/(2016) Speicher 89/Patrice Bäumel - (2016) Speicher 89 - 02. Surge.flac",streaminfo:50844174205065697668071554879944599008,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Patrick Wolf/(2007) The Magic Position/Patrick Wolf - (2007) The Magic Position - 02. On Sussex Downs.flac",streaminfo:83403841053383174363600041624111055199,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Peter Thomas/(1998) Kriminalfilmmusik/Peter Thomas - (1998) Kriminalfilmmusik - 20. Smoothly Organ ∕ Traitor's Growl.flac",streaminfo:301125177232761356005711054273678402611,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Pretty Pink/(2020) Suvi/Pretty Pink - (2020) Suvi - 01. Suvi.flac",streaminfo:150848124397868878049985836321999800971,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Prospa & Skream/(2024) Skream b2b Prospa at Circoloco in New York, Halloween 2024/Prospa & Skream - (2024) Skream b2b Prospa at Circoloco in New York, Halloween 2024 - 20. Bass Up to the Top.flac",streaminfo:39052302285611216814865382739452821499,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/R.E.M/(2021) New Adventures in Hi‐Fi/R.E.M - (2021) New Adventures in Hi‐Fi - 08. Bittersweet Me.flac",streaminfo:1941900592838008310532181682811023406,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/R.E.M/(2021) New Adventures in Hi‐Fi/R.E.M - (2021) New Adventures in Hi‐Fi - 10. Binky the Doormat.flac",streaminfo:175025581005284710514262696753066430197,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/R.E.M/(2021) New Adventures in Hi‐Fi/R.E.M - (2021) New Adventures in Hi‐Fi - 13. Low Desert.flac",streaminfo:99331006730785900930298837007028534115,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Red Hot Chili Peppers/(2014) The Studio Album Collection 1991–2011/Red Hot Chili Peppers - (2014) The Studio Album Collection 1991–2011 - 17. They’re Red Hot.flac",streaminfo:158351859903299475040599171580138887563,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Rikas/(2020) Overthinking/Rikas - (2020) Overthinking - 01. Overthinking.flac",streaminfo:114800012896677364010153339214994540047,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Rinky Dinky/(2021) Bake A Cake/Rinky Dinky - (2021) Bake A Cake - 01. Bake A Cake.flac",streaminfo:29725019848712179898565958995597063480,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Rocco Raimundo/(2012) On the Rocks/Rocco Raimundo - (2012) On the Rocks - 01. Keep on Keepin On.flac",streaminfo:25081760230394345317538270013950704339,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Saint Levant/(2025) Love Letters ∕ رسائل حب/Saint Levant - (2025) Love Letters ∕ رسائل حب - 01. DALOONA ∕ دلعونة.flac",streaminfo:142094372479764695960195410878781693374,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Saint Levant/(2025) Love Letters ∕ رسائل حب/Saint Levant - (2025) Love Letters ∕ رسائل حب - 06. EXILE ∕ معاكي.flac",streaminfo:98501015376562288015908402544290798395,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Shawn Christopher/(0008) Glitterbox Radio Episode 005 (presented by Melvo Baptiste)/Shawn Christopher - (0008) Glitterbox Radio Episode 005 (presented by Melvo Baptiste) - 11. You Can Make It (B's Preacher-Man Mix) [Mixed]__b31314e4.flac",streaminfo:144284402344834669318983285999085952563,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Shygirl/(2025) Room 2 RMX EP/Shygirl - (2025) Room 2 RMX EP - 01. Je M'appelle.flac",streaminfo:327490791298085366861661348376427676816,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Soundtrack/(1994) Quarantine/Soundtrack - (1994) Quarantine - 01. [data track].flac",streaminfo:269638842714052838161149510056493139240,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Soundtrack/(1994) Quarantine/Soundtrack - (1994) Quarantine - 09. Weak Will.flac",streaminfo:117047408247547932637220385321890992436,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Soundtrack/(1994) Quarantine/Soundtrack - (1994) Quarantine - 12. Now You Know.flac",streaminfo:38039593189570701854716495604414707530,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Sunny & the Sunliners/(2018) The One Who's Hurting Is You b∕w Should I Take You Home/Sunny & the Sunliners - (2018) The One Who's Hurting Is You __dba8b048.flac",streaminfo:293921212860245798445870162629265935157,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Talking Flowers/(2023) Storytelling (single)/Talking Flowers - (2023) Storytelling (single) - 01. Storytelling.flac",streaminfo:120631259428665762451085617070831258476,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/The Octagon Man/(1998) DJ-Kicks꞉ Carl Craig/The Octagon Man - (1998) DJ-Kicks꞉ Carl Craig - 02. Teasing the Dragon's Tail.flac",streaminfo:42838499844536221203292911476621228466,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/The Shapeshifters, Kimberly Davis/(0008) Glitterbox Radio Episode 005 (presented by Melvo Baptiste)/The Shapeshifters, Kimberly Davis - (0008) Glitterbox Radio Episode 005 (presented by Melvo Baptiste) - 02. Life Is A Dancefloor (feat. Kimberly Davis) __d556aae2.flac",streaminfo:75827657502524108293361300190564778224,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/The xx/(2013) Fiction (single)/The xx - (2013) Fiction (single) - 04. Fiction (Maya Jane Coles remix).flac",streaminfo:332407829511840443496917795916421497977,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/The xx/(2013) Hivern Remixes/The xx - (2013) Hivern Remixes - 01. Fiction (Marc Piñol remix).flac",streaminfo:250915625282199906965171933012078463711,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/The xx/(2013) Innervisions Remixes/The xx - (2013) Innervisions Remixes - 02. Tides (Dixon remix).flac",streaminfo:156397127029552374748776954137411252849,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/The xx/(2018) Remixes/The xx - (2018) Remixes - 02. Chained (John Talabot and Pional Blinded remix).flac",streaminfo:198488226449851504018519776983042766639,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/The xx/(2022) Coexist/The xx - (2022) Coexist - 12. Angels (live).flac",streaminfo:145756551856476368123556866809669306561,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Thieves/(2010) Don't Turn It Off Remixes/Thieves - (2010) Don't Turn It Off Remixes - 04. Don't Turn It Off (Greg Wilson instrumental edit).flac",streaminfo:161007399619836850156792813574688718879,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Tommy Vicari Jnr/(2016) Pascià/Tommy Vicari Jnr - (2016) Pascià - 03. Pascià (Voodoo Effect Mix).flac",streaminfo:213909577025450937436753256832698495750,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Tymon Balakirev ∕ The DJ Producer/(2011) Never Look Back ∕ The Difference Between/Tymon Balakirev ∕ The DJ Producer - (2011) Never Look Back ∕ The Difference Between - 01. Never Look Back.flac",streaminfo:250440803474453693666806614555069052011,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Urban Blues Project, Jay Williams/(0007) Glitterbox Radio Episode 004 (presented by Melvo Baptiste)/Urban Blues Project, Jay Williams - (0007) Glitterbox Radio Episode 004 (presented by Melvo Baptiste) - 11. Testify (The U.B.P. Sunday Vocal) [Mixed]__1c8cbdb7.flac",streaminfo:176074791694400187579201577765306162758,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Various Artists/(2006) Beneath the Surface/Various Artists - (2006) Beneath the Surface - 06. Catdinr42.flac",streaminfo:210812894873349855284753391206974586561,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Various Artists/(2021) Brown Sugar Babe/Various Artists - (2021) Brown Sugar Babe - 15. Tadow.flac",streaminfo:265729189997183142966609937278906045859,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Various Artists/(2023) Nova 40 ans de Grand Mix/Various Artists - (2023) Nova 40 ans de Grand Mix - 25. This Land Is Your Land.flac",streaminfo:307874359478099093838594241951671756364,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Walk off the Earth/(2020) What's Love Got to Do with It/Walk off the Earth - (2020) What's Love Got to Do with It - 01. What's Love Got to Do with It.flac",streaminfo:116592588913044264563016058766106178685,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Warda/(0000) East Queens/Warda - (0000) East Queens - 12. Hobby.flac",streaminfo:136565791955708209511696365246349401116,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Wighnomy Brothers & Robag Wruhme/(2003) Poly-tikk/Wighnomy Brothers & Robag Wruhme - (2003) Poly-tikk - 02. Killerteppich.flac",streaminfo:264935006520710079277807782037520624996,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Wild Nothing/(2010) Golden Haze/Wild Nothing - (2010) Golden Haze - 03. Take Me In.flac",streaminfo:229403802789105313602025007493717901625,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Windwaker/(2021) Toxic/Windwaker - (2021) Toxic - 01. Toxic.flac",streaminfo:220205279136079476842787134208082171829,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Wolfgang Gartner feat. Snow tha Product/(2017) Find a Way/Wolfgang Gartner feat. Snow tha Product - (2017) Find a Way - 01. Find a Way.flac",streaminfo:140844569503730425086633316441838404084,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/Yasmine Hamdan/(2014) Ya Nass Remixes Vol. 1/Yasmine Hamdan - (2014) Ya Nass Remixes Vol. 1 - 02. Nediya (skw3 Remix by E∆SY & C.O.U.).flac",streaminfo:185286411193152382031818749440018855912,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/[Unknown Artist]/(0000) [Unknown Album]/[Unknown Artist] - (0000) [Unknown Album] - 00. Future Disco - (2020) Future Disco꞉ Poolside Sounds 9 - 02. Contortions.fixed.flac",streaminfo:176045986353574808725738389660739566891,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/[Unknown Artist]/(0000) [Unknown Album]/[Unknown Artist] - (0000) [Unknown Album] - 00. Scoobert Doobert - (2020) Masks and Monsters - 12. Happy Birthday.fixed.flac",streaminfo:152273415989543314168856130456550597958,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/[Unknown Artist]/(0000) [Unknown Album]/[Unknown Artist] - (0000) [Unknown Album] - 00. Scoobert Doobert - (2021) Little Hug - 10. Don't Know Much.fixed.flac",streaminfo:137945232291620383829700383849228276417,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/[Unknown Artist]/(0000) [Unknown Album]/[Unknown Artist] - (0000) [Unknown Album] - 00. Scoobert Doobert - (2022) KŌAN - 11. More to Lose.salvage.flac",streaminfo:279233171620295174563223919852734399560,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/[Unknown Artist]/(0000) [Unknown Album]/[Unknown Artist] - (0000) [Unknown Album] - 00. Scoobert Doobert - (2022) KŌAN - 16. KODOMO MITAI.fixed.flac",streaminfo:189597413204583361202966696102291380747,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/[Unknown Artist]/(0000) [Unknown Album]/[Unknown Artist] - (0000) [Unknown Album] - 00. The xx - (2022) Coexist - 06. Sunset.fixed.flac",streaminfo:308953848037890132674433635600706522947,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/almost monday/(2022) sunburn/almost monday - (2022) sunburn - 01. sunburn.flac",streaminfo:320203299665918574929008441771999650118,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/andy butler & Kim Ann Foxman/(2010) Creature ∕ What You Need - EP/andy butler & Kim Ann Foxman - (2010) Creature ∕ What You Need - EP - 04. What You Need (James Curd Remix).flac",streaminfo:164101107696098902643845487900421771750,recovery,accepted
"/Volumes/RECOVERY_TARGET/Root/FINAL_LIBRARY/عمرو دياب/(2001) Aktar Wahed/عمرو دياب - (2001) Aktar Wahed - 01. Wala Ala Baloh.flac",streaminfo:202622675582973583164002310275575931632,recovery,accepted
