ext,size_bytes,duration_bucket,duration_seconds,path,reported_hash
.flac,45088256,,,/Volumes/dotad/MUSIC/Pépite/(2019) Virages/Pépite - (2019) Virages - 08. Zizanie.flac,
.flac,45088256,,,/Volumes/dotad/MUSIC/Pépite/(2024) Les Années Lumière/Pépite - (2024) Les Années Lumière - 04. Les années lumière.flac,
.flac,45088256,,,/Volumes/dotad/MUSIC/Pépite/(2024) Les Années Lumière/Pépite - (2024) Les Années Lumière - 05. Les grands tours.flac,
.flac,45088256,,,/Volumes/dotad/MUSIC/Pépite/(2024) Les Années Lumière/Pépite - (2024) Les Années Lumière - 06. Facile.flac,
.flac,45088256,,,/Volumes/dotad/MUSIC/iNTeRNeT FReNDz/(2024) Warning Signs (single)/iNTeRNeT FReNDz - (2024) Warning Signs (single) - 01. Warning Signs.flac,
.flac,20135424,,,/Volumes/dotad/MUSIC/Philippe Katerine/(XXXX) Remixes/Philippe Katerine - (XXXX) Remixes - 02. Té-lé-phone (vs The Shoes).flac,
.flac,20135424,,,/Volumes/dotad/MUSIC/Wolfgang Tillmans/(2024) Build From Here/Wolfgang Tillmans - (2024) Build From Here - 08. French Lesson.flac,
.flac,24526336,,,/Volumes/dotad/MUSIC/Philippe Lavil/(1987) The Best Of/Philippe Lavil - (1987) The Best Of - 02. Jamaïcaine.flac,
.flac,24526336,,,/Volumes/dotad/MUSIC/Ross Rogen feat. Aaron Moloney/(2018) Free Me/Ross Rogen feat. Aaron Moloney - (2018) Free Me - 01. Free Me.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Phoenix Troy/(2020) Kitsuné Musique Mixed by Phoenix Troy/Phoenix Troy - (2020) Kitsuné Musique Mixed by Phoenix Troy - 03. It's Strange (Mixed).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Phoenix/(2006) It's Never Been Like That/Phoenix - (2006) It's Never Been Like That - 01. Napoleon Says.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Pink Floyd/(2023) Live at BBC 1970: Live Broadcasting/Pink Floyd - (2023) Live at BBC 1970: Live Broadcasting - 02. Fat Old Sun.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Prins Thomas/(2017) Prins Thomas 5/Prins Thomas - (2017) Prins Thomas 5 - 04. Αθήνα.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Rinky Dinky/(2021) Ice Cream Song/Rinky Dinky - (2021) Ice Cream Song - 01. Ice Cream Song.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Roger Eno and Brian Eno/(2020) Mixing Colours/Roger Eno and Brian Eno - (2020) Mixing Colours - 01. Spring Frost.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Rufus Wainwright/(2007) Release the Stars/Rufus Wainwright - (2007) Release the Stars - 04. Nobody's Off the Hook.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Rufus Wainwright/(2007) Rufus Does Judy at Carnegie Hall/Rufus Wainwright - (2007) Rufus Does Judy at Carnegie Hall - 01-02. When You're Smiling (The Whole World Smiles With You).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Rufus Wainwright/(2007) Rufus Does Judy at Carnegie Hall/Rufus Wainwright - (2007) Rufus Does Judy at Carnegie Hall - 02-06. If Love Were All.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 01-14. Dinner at Eight.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 02-01. Bitter Tears.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Salma/(2001) Monodose/Salma - (2001) Monodose - 06. Assa'Ada'Llahou Massa'Akom.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Say Lou Lou/(2015) Lucid Dreaming/Say Lou Lou - (2015) Lucid Dreaming - 03. Games for Girls.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Scroobius Pip/(2011) Distraction Pieces/Scroobius Pip - (2011) Distraction Pieces - 08. Broken Promise.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Seelenluft/(2002) Out of the Woods/Seelenluft - (2002) Out of the Woods - 02. Manila.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Sneaker Pimps/(1996) Becoming X/Sneaker Pimps - (1996) Becoming X - 03. 6 Underground.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Steve Lacy/(2019) Apollo XXI/Steve Lacy - (2019) Apollo XXI - 03. Playground.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Steve Lacy/(2019) Apollo XXI/Steve Lacy - (2019) Apollo XXI - 09. Love 2 Fast.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Superdiesel  Perdu/(2019) Delightful Sounds to Boogie/Superdiesel  Perdu - (2019) Delightful Sounds to Boogie - 02. Ticket Nar de Zon (Prins Thomas Diskomiks radio edit).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Syd/(2021) Fast Car/Syd - (2021) Fast Car - 01. Fast Car.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Chemical Brothers/(2019) No Geography/The Chemical Brothers - (2019) No Geography - 07. We've Got To Try.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Cure/(2017) Acoustic Hits/The Cure - (2017) Acoustic Hits - 01-03. Let's Go to Bed.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Cure/(2017) Acoustic Hits/The Cure - (2017) Acoustic Hits - 01-05. The Lovecats.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Cure/(2017) Acoustic Hits/The Cure - (2017) Acoustic Hits - 02-05. Mint Car.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Cure/(2017) Acoustic Hits/The Cure - (2017) Acoustic Hits - 02-08. Just Say Yes.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Killers/(2008) Human (Remixes 2)/The Killers - (2008) Human (Remixes 2) - 04. Human (Ocelot Remix).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Killers/(2008) Spaceman (single)/The Killers - (2008) Spaceman (single) - 01. Spaceman.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Killers/(2008) Spaceman/The Killers - (2008) Spaceman - 02. Four Winds.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Kinks/(2002) Another Great Lost Kinks Album/The Kinks - (2002) Another Great Lost Kinks Album - 13. You Really Got Me.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Kinks/(2008) Picture Book/The Kinks - (2008) Picture Book - 06-06. Summer's Gone.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Lemonheads/(2022) It's a Shame About Ray/The Lemonheads - (2022) It's a Shame About Ray - 13. Mrs Robinson.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Magic Gang/(2015) No Fun  Alright/The Magic Gang - (2015) No Fun  Alright - 01. No Fun.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 02. I Don't Care.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 04. Guns Are Drawn.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 05. Stay Cool.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 08. Somebody's Gotta Do It.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 09. Duck Down!.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 10. Why (What's Goin On?).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 11. In Love With the Mic.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Sound of Arrows/(2011) Voyage/The Sound of Arrows - (2011) Voyage - 01. Into the Clouds.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Sugarhill Gang/(2010) 30th Anniversary Edition/The Sugarhill Gang - (2010) 30th Anniversary Edition - 06. Rapper's Delight (single version).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Temper Trap/(2025) Sweet Disposition (acoustic version)/The Temper Trap - (2025) Sweet Disposition (acoustic version) - 01. Sweet Disposition (acoustic version).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/The Temptations/(2006) Reflections/The Temptations - (2006) Reflections - 09. Ain't No Mountain High Enough.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Télépopmusik/(2001) Genetic World/Télépopmusik - (2001) Genetic World - 09. Smile.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Various Artists/(2013) Latest & Greatest R&B Hits/Various Artists - (2013) Latest & Greatest R&B Hits - 03-05. Don't Walk Away.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Various Artists/(2021) The Best 80s Album in the World... Ever!/Various Artists - (2021) The Best 80s Album in the World... Ever! - 22. You Keep Me Hangin' On.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Various Artists/(2022) House Old School (The Origins of the House Music New Remixes)/Various Artists - (2022) House Old School (The Origins of the House Music New Remixes) - 02. Dark Beat  (Menini & Viani Anniversary Radio Mix).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Various Artists/(2022) House Old School (The Origins of the House Music New Remixes)/Various Artists - (2022) House Old School (The Origins of the House Music New Remixes) - 05. House Makossa  (Radio Edit).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Various Artists/(2022) La Disco funk : C'était mieux avant/Various Artists - (2022) La Disco funk : C'était mieux avant - 02-14. Mama Used to Say.flac,
.flac,25427968,,,"/Volumes/dotad/MUSIC/Various Artists/(XXXX) ""It's 4 Love""/Various Artists - (XXXX) ""It's 4 Love"" - 01-06. Right Here.flac",
.flac,25427968,,,/Volumes/dotad/MUSIC/Wayne Snow/(2017) Freedom TV/Wayne Snow - (2017) Freedom TV - 04. Red Runner.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Yaya Bey/(2022) Remember Your North Star/Yaya Bey - (2022) Remember Your North Star - 09. pour up.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Yaya Bey/(2024) Ten Fold/Yaya Bey - (2024) Ten Fold - 10. eric adams in the club.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Yaya Bey/(2024) Ten Fold/Yaya Bey - (2024) Ten Fold - 13. career day.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Yelle/(2007) Pop-up/Yelle - (2007) Pop-up - 12. Jogging.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Young Kay/(2018) TALK/Young Kay - (2018) TALK - 01. TALK (Feat. VINXEN & Jay Moon).flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/Zoot Woman/(2009) Things Are What They Used to Be/Zoot Woman - (2009) Things Are What They Used to Be - 06. Witness.flac,
.flac,25427968,,,/Volumes/dotad/MUSIC/slenderbodies/(2017) Fabulist/slenderbodies - (2017) Fabulist - 04. Anemone.flac,
.flac,38797312,,,/Volumes/dotad/MUSIC/Phoenix/(2006) It's Never Been Like That/Phoenix - (2006) It's Never Been Like That - 09. Sometimes in the Fall.flac,
.flac,38797312,,,/Volumes/dotad/MUSIC/Rufus Wainwright/(2007) Rufus Does Judy at Carnegie Hall/Rufus Wainwright - (2007) Rufus Does Judy at Carnegie Hall - 02-13. After You've Gone.flac,
.flac,27590144,,,/Volumes/dotad/MUSIC/Phoenix/(2006) It's Never Been Like That/Phoenix - (2006) It's Never Been Like That - 12. Rally (live).flac,
.flac,27590144,,,/Volumes/dotad/MUSIC/Various Artists/(2023) Now That's What I Call Music! 114/Various Artists - (2023) Now That's What I Call Music! 114 - 08. Special.flac,
.flac,53477376,,,/Volumes/dotad/MUSIC/Phoenix/(2006) It's Never Been Like That/Phoenix - (2006) It's Never Been Like That - 14. Second to None (live).flac,
.flac,53477376,,,/Volumes/dotad/MUSIC/Prins Thomas/(2020) Anything for You?/Prins Thomas - (2020) Anything for You? - 01. Anything for You? (original mix).flac,
.flac,53477376,,,/Volumes/dotad/MUSIC/Various Artists/(1991) Maroc Anthologie des Rwayes Morocco Anthology of the Rwayes/Various Artists - (1991) Maroc Anthologie des Rwayes Morocco Anthology of the Rwayes - 04. Tawnza (La frange The Fringe).flac,
.flac,53477376,,,/Volumes/dotad/MUSIC/Zoot Woman/(2010) More Than Ever/Zoot Woman - (2010) More Than Ever - 02. More Than Ever (Grand Son remix).flac,
.flac,49283072,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-01. Lisztomania.flac,
.flac,49283072,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-03. Fences.flac,
.flac,49283072,,,/Volumes/dotad/MUSIC/Positive Force/(1979) We Got the Funk (single)/Positive Force - (1979) We Got the Funk (single) - 01. We Got the Funk.flac,
.flac,49283072,,,/Volumes/dotad/MUSIC/Prins Thomas/(2005) Goettsching/Prins Thomas - (2005) Goettsching - 01. Goettsching.flac,
.flac,49283072,,,/Volumes/dotad/MUSIC/Sylvia Lindenstrand/(1993) Backanterna/Sylvia Lindenstrand - (1993) Backanterna - 10. Backanterna: Act I: Vi bävar för att tala fritt … (Omega).flac,
.flac,49283072,,,/Volumes/dotad/MUSIC/Various Artists/(2022) Igloo 4/Various Artists - (2022) Igloo 4 - 01. L & L Sitting In A Tree.flac,
.flac,35454464,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-06. Lasso.flac,
.flac,35454464,,,/Volumes/dotad/MUSIC/Tamer Nafar & Itamar Ziegler/(2017) Junction 48 (Original Motion Picture Soundtrack)/Tamer Nafar & Itamar Ziegler - (2017) Junction 48 (Original Motion Picture Soundtrack) - 03. ارض اجدادي.flac,
.flac,55574016,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-07. Rome.flac,
.flac,55574016,,,/Volumes/dotad/MUSIC/Rikas/(2022) Goodbye Sunshine/Rikas - (2022) Goodbye Sunshine - 02. Never Leaving the House.flac,
.flac,55574016,,,/Volumes/dotad/MUSIC/YACHT/(2022) See Mystery Lights: Remixes & B-Sides/YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 14. The Afterlife (live session).flac,
.flac,55574016,,,/Volumes/dotad/MUSIC/Zoot Woman/(2010) More Than Ever (single)/Zoot Woman - (2010) More Than Ever (single) - 03. Live In My Head (Bill Hamel remix).flac,
.flac,42204672,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-09. Girlfriend.flac,
.flac,42204672,,,/Volumes/dotad/MUSIC/Sebb Junior/(2023) I Never knew/Sebb Junior - (2023) I Never knew - 02. Instrumental Mix.flac,
.flac,39059456,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 01-10. Armistice.flac,
.flac,39059456,,,/Volumes/dotad/MUSIC/Sarah Nixey/(2018) Coming Up for Air/Sarah Nixey - (2018) Coming Up for Air - 01. Coming Up for Air.flac,
.flac,39059456,,,/Volumes/dotad/MUSIC/Tinariwen/(2017) Elwan/Tinariwen - (2017) Elwan - 02. Sastanàqqàm.flac,
.flac,50331648,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 02-05. Fences (25 Hrs a Day remix).flac,
.flac,50331648,,,/Volumes/dotad/MUSIC/Phoenix/(2017) Ti amo/Phoenix - (2017) Ti amo - 05. Lovelife.flac,
.flac,50331648,,,/Volumes/dotad/MUSIC/Prins Thomas/(2019) Ambitions Remixes I/Prins Thomas - (2019) Ambitions Remixes I - 02. Urmannen (DJ Nobu Remix).flac,
.flac,50331648,,,/Volumes/dotad/MUSIC/Rufus Wainwright/(2007) Rufus Does Judy at Carnegie Hall/Rufus Wainwright - (2007) Rufus Does Judy at Carnegie Hall - 02-07. Zing! Went the Strings of My Heart.flac,
.flac,50331648,,,/Volumes/dotad/MUSIC/Ziad Rahbani/(1997) Tabeh Lachi Tabeh Chi/Ziad Rahbani - (1997) Tabeh Lachi Tabeh Chi - 02-08. Ma Zala.flac,
.flac,39845888,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 02-06. 1901 (L'Aiglon remix).flac,
.flac,39845888,,,/Volumes/dotad/MUSIC/Rhythm & Sound/(2001) Rhythm & Sound/Rhythm & Sound - (2001) Rhythm & Sound - 01. No Partial.flac,
.flac,39845888,,,/Volumes/dotad/MUSIC/Various Artists/(2017) Saint-Germain-des-Prés Café: Anthology/Various Artists - (2017) Saint-Germain-des-Prés Café: Anthology - 07. I Don't Listen Much (Mercury remix).flac,
.flac,39845888,,,/Volumes/dotad/MUSIC/Various Artists/(2023) Toolroom Ibiza 2023/Various Artists - (2023) Toolroom Ibiza 2023 - 03. Sweat (extended mix).flac,
.flac,46137344,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 02-07. Love Like a Sunset (Turzi remix).flac,
.flac,46137344,,,/Volumes/dotad/MUSIC/Prins Thomas/(2016) Principe del norte/Prins Thomas - (2016) Principe del norte - 02-01. E.flac,
.flac,46137344,,,/Volumes/dotad/MUSIC/Prins Thomas/(2017) Å/Prins Thomas - (2017) Å - 01. Å (Pional Remix).flac,
.flac,46137344,,,/Volumes/dotad/MUSIC/Pépite/(2019) Virages/Pépite - (2019) Virages - 01. Flèches.flac,
.flac,46137344,,,/Volumes/dotad/MUSIC/Yaya Bey/(2022) Remember Your North Star/Yaya Bey - (2022) Remember Your North Star - 11. reprise.flac,
.flac,47185920,,,/Volumes/dotad/MUSIC/Phoenix/(2009) Wolfgang Amadeus Phoenix/Phoenix - (2009) Wolfgang Amadeus Phoenix - 02-14. Rome (Neighbours with Devendra Banhart).flac,
.flac,47185920,,,/Volumes/dotad/MUSIC/Prins Thomas/(2018) The Movement of the Free Spirit/Prins Thomas - (2018) The Movement of the Free Spirit - 02. Hole  13.1  Aura in the Kitchen  13.1  T03  The Movement of the Free Spirit (The 1st Movement) (Mixed).flac,
.flac,47185920,,,/Volumes/dotad/MUSIC/Prins Thomas/(2019) Bronchi BeatÆ/Prins Thomas - (2019) Bronchi BeatÆ - 01. Bronchi Beat (Wata Igarashi Exhale Remix).flac,
.flac,47185920,,,/Volumes/dotad/MUSIC/Ravyn Lenae/(2022) Light Me Up/Ravyn Lenae - (2022) Light Me Up - 01. Light Me Up.flac,
.flac,47185920,,,/Volumes/dotad/MUSIC/Various Artists/(2012) Paper Cuts #1/Various Artists - (2012) Paper Cuts #1 - 01-02. Do It Good (Crazy P's 'We Found The Parts' mix).flac,
.flac,47185920,,,/Volumes/dotad/MUSIC/Various Artists/(2022) House Old School (The Origins of the House Music New Remixes)/Various Artists - (2022) House Old School (The Origins of the House Music New Remixes) - 03. La Parranda  (Miami Edit).flac,
.flac,47185920,,,/Volumes/dotad/MUSIC/nthng/(2020) Hypnotherapy/nthng - (2020) Hypnotherapy - 06. Spirit of Ecstasy.flac,
.flac,56885248,,,/Volumes/dotad/MUSIC/Phoenix/(2017) Ti amo/Phoenix - (2017) Ti amo - 09. Via Veneto.flac,
