path,stream_md5,size_bytes
/Volumes/dotad/MUSIC/Prins Thomas/(2019) Bronchi BeatÆ/Prins Thomas - (2019) Bronchi BeatÆ - 02. Bronchi Beat (Wata Igarashi Inhale Remix).flac,,33816576
/Volumes/dotad/MUSIC/Pánico/(2010) Kick/Pánico - (2010) Kick - 01. Illumination.flac,,33816576
/Volumes/dotad/MUSIC/Pépite/(2024) Les Années Lumière/Pépite - (2024) Les Années Lumière - 07. Cavalier.flac,,33816576
/Volumes/dotad/MUSIC/Ricky Hollywood/(2016) Le Modeste Album/Ricky Hollywood - (2016) Le Modeste Album - 05. L'amour peut-être.flac,,33816576
/Volumes/dotad/MUSIC/Roger Eno and Brian Eno/(2020) Mixing Colours/Roger Eno and Brian Eno - (2020) Mixing Colours - 03. Celeste.flac,,33816576
/Volumes/dotad/MUSIC/Roger Sanchez/(2024) Save Me Now/Roger Sanchez - (2024) Save Me Now - 01. Save Me Now.flac,,33816576
/Volumes/dotad/MUSIC/S.A.M./(2018) Retrospect One/S.A.M. - (2018) Retrospect One - 01. Perucica.flac,,33816576
/Volumes/dotad/MUSIC/Scoobert Doobert/(2025) PARTY - Single/Scoobert Doobert - (2025) PARTY - Single - 01. PARTY.flac,,33816576
/Volumes/dotad/MUSIC/Superchunk/(1990) Superchunk/Superchunk - (1990) Superchunk - 06. Slack Motherfucker.flac,,33816576
/Volumes/dotad/MUSIC/Superdiesel  Perdu/(2019) Delightful Sounds to Boogie EP/Superdiesel  Perdu - (2019) Delightful Sounds to Boogie EP - 03. Tribal Voices.flac,,33816576
/Volumes/dotad/MUSIC/TEED/(2023) When the Lights Go/TEED - (2023) When the Lights Go - 02-03. Into the Light.flac,,33816576
/Volumes/dotad/MUSIC/The Cure/(2017) Acoustic Hits/The Cure - (2017) Acoustic Hits - 01-02. A Forest.flac,,33816576
/Volumes/dotad/MUSIC/The Killers/(2007) Sawdust/The Killers - (2007) Sawdust - 05. Sweet Talk.flac,,33816576
"/Volumes/dotad/MUSIC/The Naked and Famous/(2010) Passive Me, Aggressive You/The Naked and Famous - (2010) Passive Me, Aggressive You - 02. Punching in a Dream.flac",,33816576
/Volumes/dotad/MUSIC/The Synaptik/(2021) Sabelek (feat. Moayad)/The Synaptik - (2021) Sabelek (feat. Moayad) - 01. Sabelek (feat. Moayad).flac,,33816576
/Volumes/dotad/MUSIC/The Synaptik/(2021) Tared/The Synaptik - (2021) Tared - 01. Tared.flac,,33816576
/Volumes/dotad/MUSIC/Various Artists/(1984) Breakdance - Original Motion Picture Soundtrack/Various Artists - (1984) Breakdance - Original Motion Picture Soundtrack - 01. Breakin'...There's No Stopping Us.flac,,33816576
/Volumes/dotad/MUSIC/Various Artists/(1992) Memories Are Made of This/Various Artists - (1992) Memories Are Made of This - 01-11. Fever.flac,,33816576
/Volumes/dotad/MUSIC/Various Artists/(2005) Help: A Day in the Life/Various Artists - (2005) Help: A Day in the Life - 08. I Heard It Through the Grapevine.flac,,33816576
/Volumes/dotad/MUSIC/Various Artists/(2020) Unbroken Dreams Of Light/Various Artists - (2020) Unbroken Dreams Of Light - 09. Deadnettle.flac,,33816576
/Volumes/dotad/MUSIC/Various Artists/(2022) House Old School (The Origins of the House Music New Remixes)/Various Artists - (2022) House Old School (The Origins of the House Music New Remixes) - 12. Bomb!  (Radio Edit).flac,,33816576
/Volumes/dotad/MUSIC/Various Artists/(2023) The Best of Crosstown Rebels 2023: The Year It All Came Together/Various Artists - (2023) The Best of Crosstown Rebels 2023: The Year It All Came Together - 06. The Last Song (Sasha Remix).flac,,33816576
"/Volumes/dotad/MUSIC/Various Artists/(XXXX) Southern Fried & Tested, Vol. 4/Various Artists - (XXXX) Southern Fried & Tested, Vol. 4 - 09. The Lunatics.flac",,33816576
/Volumes/dotad/MUSIC/Vitalic/(2009) Flashmob/Vitalic - (2009) Flashmob - 02-01. Second Lives.flac,,33816576
/Volumes/dotad/MUSIC/Vitalic/(2010) Second Lives (single)/Vitalic - (2010) Second Lives (single) - 04. Second Lives (The Bloody Beetroots remix).flac,,33816576
/Volumes/dotad/MUSIC/Wasted Penguinz/(2015) Free Fall/Wasted Penguinz - (2015) Free Fall - 01. Free Fall.flac,,33816576
/Volumes/dotad/MUSIC/YACHT/(2022) See Mystery Lights: Remixes & B-Sides/YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 11. Waste of Time (Hedford Vachal remix).flac,,33816576
/Volumes/dotad/MUSIC/Yaya Bey/(2021) The Things I Can't Take With Me/Yaya Bey - (2021) The Things I Can't Take With Me - 03. we'll skate soon.flac,,33816576
/Volumes/dotad/MUSIC/Yaya Bey/(2023) Exodus the North Star/Yaya Bey - (2023) Exodus the North Star - 02. on the pisces moon.flac,,33816576
/Volumes/dotad/MUSIC/Zedbazi/(2022) Tehran Mibinamet/Zedbazi - (2022) Tehran Mibinamet - 01. Tehran Mibinamet.flac,,33816576
/Volumes/dotad/MUSIC/Ziad Rahbani/(1997) Tabeh Lachi Tabeh Chi/Ziad Rahbani - (1997) Tabeh Lachi Tabeh Chi - 01-02. Bala Mokhein.flac,,33816576
/Volumes/dotad/MUSIC/Ziad Rahbani/(1997) Tabeh Lachi Tabeh Chi/Ziad Rahbani - (1997) Tabeh Lachi Tabeh Chi - 01-04. Mehen.flac,,33816576
/Volumes/dotad/MUSIC/Ziad Rahbani/(2008) أنا مش كافر/Ziad Rahbani - (2008) أنا مش كافر - 02. شو هالأيام.flac,,33816576
/Volumes/dotad/MUSIC/Ziad Rahbani/(2008) أنا مش كافر/Ziad Rahbani - (2008) أنا مش كافر - 08. باهنيك.flac,,33816576
/Volumes/dotad/MUSIC/Ziad Rahbani/(2010) Bennesbeh Labokra Chou/Ziad Rahbani - (2010) Bennesbeh Labokra Chou - 09. Aayesh Wahda Balak.flac,,33816576
/Volumes/dotad/MUSIC/Ziggy Marley/(2016) Ziggy Marley/Ziggy Marley - (2016) Ziggy Marley - 02. Better Together.flac,,33816576
"/Volumes/dotad/MUSIC/Zoot Woman/(2001) Living in a Magazine/Zoot Woman - (2001) Living in a Magazine - 05. Nobody Knows, Part One.flac",,33816576
/Volumes/dotad/MUSIC/k-os/(2002) Exit/k-os - (2002) Exit - 13. Heaven Only Knows (Remix).flac,,33816576
/Volumes/dotad/MUSIC/Pink Floyd/(2019) The Later Years/Pink Floyd - (2019) The Later Years - 04-06. Blues 1 (1994 recording).flac,,118488576
/Volumes/dotad/MUSIC/Red Hot Chili Peppers/(2014) The Studio Album Collection 1991-2011/Red Hot Chili Peppers - (2014) The Studio Album Collection 1991-2011 - 01-13. Apache Rose Peacock.flac,,118488576
/Volumes/dotad/MUSIC/Red Hot Chili Peppers/(2014) The Studio Album Collection 1991-2011/Red Hot Chili Peppers - (2014) The Studio Album Collection 1991-2011 - 02-09. Tearjerker.flac,,118488576
/Volumes/dotad/MUSIC/The National/(2013) Trouble Will Find Me/The National - (2013) Trouble Will Find Me - 03. Don't Swallow the Cap.flac,,118488576
/Volumes/dotad/MUSIC/The Third Mind/(2020) The Third Mind/The Third Mind - (2020) The Third Mind - 04. Morning Dew.flac,,118488576
"/Volumes/dotad/MUSIC/Pleasure  Zen/(2001) Remixes, Part 1/Pleasure  Zen - (2001) Remixes, Part 1 - 01. Ripcord (Twisted Individual remix).flac",,52428800
/Volumes/dotad/MUSIC/Taylor Swift/(2020) folklore/Taylor Swift - (2020) folklore - 04. exile.flac,,52428800
/Volumes/dotad/MUSIC/The Juan MacLean/(2005) Give Me Every Little Thing/The Juan MacLean - (2005) Give Me Every Little Thing - 04. Give Me Every Little Thing (Putsch 79 Disco Dub).flac,,52428800
/Volumes/dotad/MUSIC/The KDMS/(2010) High Wire/The KDMS - (2010) High Wire - 06. High Wire (D-Pulse dub).flac,,52428800
/Volumes/dotad/MUSIC/Various Artists/(2017) 4 To The Floor presents Slip 'n' Slide/Various Artists - (2017) 4 To The Floor presents Slip 'n' Slide - 11. Cult Of Soul.flac,,52428800
"/Volumes/dotad/MUSIC/Various Artists/(2020) Summer of 2020, Vol. 1/Various Artists - (2020) Summer of 2020, Vol. 1 - 19. Port of Call.flac",,52428800
/Volumes/dotad/MUSIC/Various Artists/(2020) Unbroken Dreams Of Light/Various Artists - (2020) Unbroken Dreams Of Light - 03. 5.flac,,52428800
/Volumes/dotad/MUSIC/Pretenders/(1984) Learning to Crawl/Pretenders - (1984) Learning to Crawl - 10. 2000 Miles.flac,,101711872
/Volumes/dotad/MUSIC/Red Hot Chili Peppers/(2014) The Studio Album Collection 1991-2011/Red Hot Chili Peppers - (2014) The Studio Album Collection 1991-2011 - 01-02. If You Have to Ask.flac,,101711872
/Volumes/dotad/MUSIC/Rufus Wainwright/(2023) Folkocracy/Rufus Wainwright - (2023) Folkocracy - 09. High on a Rocky Ledge.flac,,101711872
/Volumes/dotad/MUSIC/Various Artists/(2022) Igloo 8/Various Artists - (2022) Igloo 8 - 02. R2Bling2.flac,,101711872
"/Volumes/dotad/MUSIC/Primal Scream/(2021) The Screamadelica 12"" Singles/Primal Scream - (2021) The Screamadelica 12"" Singles - 01. Loaded.flac",,47185408
/Volumes/dotad/MUSIC/Soulforge/(2011) Dreamfast (single)/Soulforge - (2011) Dreamfast (single) - 02. Dreamfast (Laidback Mix).flac,,47185408
/Volumes/dotad/MUSIC/Soulwax/(2017) From Deewee/Soulwax - (2017) From Deewee - 05. Is It Always Binary.flac,,47185408
/Volumes/dotad/MUSIC/Prins Thomas/(2015) Paradise Goulash/Prins Thomas - (2015) Paradise Goulash - 02-08. Glowworm.flac,,42991104
/Volumes/dotad/MUSIC/Prins Thomas/(2017) Edmond/Prins Thomas - (2017) Edmond - 02. Edmond (Part 2).flac,,42991104
"/Volumes/dotad/MUSIC/Yehudi Menuhin/(2016) The Menuhin Century/Yehudi Menuhin - (2016) The Menuhin Century - 31-03. Violin Concerto in D, op. 61: III. Rondo: Allegro.flac",,42991104
/Volumes/dotad/MUSIC/Prins Thomas/(2016) Principe Del Norte Remixed/Prins Thomas - (2016) Principe Del Norte Remixed - 02-06. K (original version).flac,,39583232
/Volumes/dotad/MUSIC/seastate/(2019) On My Mind (single)/seastate - (2019) On My Mind (single) - 01. On My Mind.flac,,39583232
/Volumes/dotad/MUSIC/Prins Thomas/(2016) Principe del norte/Prins Thomas - (2016) Principe del norte - 02-02. F.flac,,51380224
"/Volumes/dotad/MUSIC/Sergei Rachmaninoff;Artur Pizarro, Fritz Kreisler, Franz Behr, Georges Bizet, Felix Mendelssohn, Johann Sebastian Bach, Franz Schubert, Nikolai Rimsky-Korsakov, Modest Mussorgsky & John Stafford Smith/(2015) Complete Piano Works, Vol. 3/Sergei Rachmaninoff;Artur Pizarro, Fritz Kreisler, Franz Behr, Georges Bizet, Felix Mendelssohn, Johann Sebastian Bach, Franz Schubert, Nikolai Rimsky-Korsakov, Modest Mussorgsky & John Stafford Smith - (2015) Complete Piano Works, Vol. 3 - 03-07. Fu.flac",,51380224
/Volumes/dotad/MUSIC/Shannon and the Clams/(2024) The Moon Is in the Wrong Place/Shannon and the Clams - (2024) The Moon Is in the Wrong Place - 02. The Hourglass.flac,,51380224
/Volumes/dotad/MUSIC/Prins Thomas/(2016) Toransu EP/Prins Thomas - (2016) Toransu EP - 01. Meiro.flac,,56623104
/Volumes/dotad/MUSIC/Rufus Wainwright/(2007) Rufus Does Judy at Carnegie Hall/Rufus Wainwright - (2007) Rufus Does Judy at Carnegie Hall - 02-09. Medley: You Made Me Love You  For Me and My Gal  The Trolley Song.flac,,56623104
"/Volumes/dotad/MUSIC/Soul Clap, Greg Paulus & John Camp/(2025) Weekend at Barnies/Soul Clap, Greg Paulus & John Camp - (2025) Weekend at Barnies - 02. Scorpius Maximus.flac",,56623104
/Volumes/dotad/MUSIC/Vendredi sur Mer/(XXXX) Sextended versions/Vendredi sur Mer - (XXXX) Sextended versions - 01. Comment tu vas finir (Extended).flac,,56623104
/Volumes/dotad/MUSIC/Prins Thomas/(2017) Paradise Goulash/Prins Thomas - (2017) Paradise Goulash - 16. Upekah.flac,,55574528
/Volumes/dotad/MUSIC/Purple Disco Machine/(2017) Body Funk/Purple Disco Machine - (2017) Body Funk - 01. Body Funk (extended mix).flac,,55574528
/Volumes/dotad/MUSIC/Various Artists/(2018) 80's Symphonic/Various Artists - (2018) 80's Symphonic - 09. Holding Back the Years (symphonic version).flac,,55574528
/Volumes/dotad/MUSIC/Purple Disco Machine/(2015) Purple Pianos EP/Purple Disco Machine - (2015) Purple Pianos EP - 02. Where We Belong.flac,,44040192
/Volumes/dotad/MUSIC/Pépite/(2019) Virages/Pépite - (2019) Virages - 11. Silence radio.flac,,44040192
/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 01-13. Go or Go Ahead.flac,,44040192
/Volumes/dotad/MUSIC/Purple Disco Machine/(2015) Purple Pianos EP/Purple Disco Machine - (2015) Purple Pianos EP - 04. Song for O.flac,,48233984
/Volumes/dotad/MUSIC/VanJess/(2021) Homegrown/VanJess - (2021) Homegrown - 04. Curious.flac,,48233984
/Volumes/dotad/MUSIC/Wham!/(2023) The Singles: Echoes from the Edge of Heaven/Wham! - (2023) The Singles: Echoes from the Edge of Heaven - 06-02. Wake Me Up Before You Go-Go (instrumental).flac,,48233984
/Volumes/dotad/MUSIC/R.E.M./(1992) Automatic for the People/R.E.M. - (1992) Automatic for the People - 09. Star Me Kitten.flac,,84934656
/Volumes/dotad/MUSIC/Rufus Wainwright/(2007) Rufus Does Judy at Carnegie Hall/Rufus Wainwright - (2007) Rufus Does Judy at Carnegie Hall - 02-08. Stormy Weather.flac,,84934656
/Volumes/dotad/MUSIC/Various Artists/(2020) Unbroken Dreams Of Light/Various Artists - (2020) Unbroken Dreams Of Light - 07. Deadass.flac,,84934656
/Volumes/dotad/MUSIC/Rick James/(2010) Garden of Love/Rick James - (2010) Garden of Love - 01. Big Time.flac,,48234496
/Volumes/dotad/MUSIC/múm/(2019) Yesterday Was Dramatic - Today Is OK/múm - (2019) Yesterday Was Dramatic - Today Is OK - 01-01. I'm 9 Today.flac,,48234496
/Volumes/dotad/MUSIC/Robert Hood/(2013) Drive (The Age Of Automation) Ø [Phase] Remixes/Robert Hood - (2013) Drive (The Age Of Automation) Ø [Phase] Remixes - 01. Drive (The Age Of Automation).flac,,39058944
/Volumes/dotad/MUSIC/Sevdaliza/(2023) Nothing Lasts Forever/Sevdaliza - (2023) Nothing Lasts Forever - 01. Nothing Lasts Forever (with Grimes) (KIKI Remix).flac,,39058944
/Volumes/dotad/MUSIC/Rufus Wainwright/(2007) Release the Stars/Rufus Wainwright - (2007) Release the Stars - 12. Release the Stars.flac,,35343872
/Volumes/dotad/MUSIC/YACHT/(2022) See Mystery Lights: Remixes & B-Sides/YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 09. The Afterlife (May Ling version).flac,,35343872
/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 01-07. Poses.flac,,30359040
/Volumes/dotad/MUSIC/Ziad Rahbani/(2008) أنا مش كافر/Ziad Rahbani - (2008) أنا مش كافر - 05. يساعد و يعين.flac,,30359040
/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 01-18. Tiergarten.flac,,24399360
/Volumes/dotad/MUSIC/XXXTENTACION/(2018) ?/XXXTENTACION - (2018) ? - 14. I don't even speak spanish lol.flac,,24399360
/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 02-07. WWIII.flac,,29736448
/Volumes/dotad/MUSIC/Texas/(2001) The Greatest Hits/Texas - (2001) The Greatest Hits - 05. Inner Smile.flac,,29736448
"/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 02-11. Do It Again (live at Kenwood House, 3 July 2010).flac",,23432704
"/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 02-13. Memphis Skyline (live at Kenwood House, 3 July 2010).flac",,23432704
/Volumes/dotad/MUSIC/Zola Jesus/(2011) Conatus/Zola Jesus - (2011) Conatus - 04. Hikikomori.flac,,23432704
"/Volumes/dotad/MUSIC/Rufus Wainwright/(2014) Vibrate: The Best of Rufus Wainwright/Rufus Wainwright - (2014) Vibrate: The Best of Rufus Wainwright - 02-14. Martha (live at Kenwood House, 3 July 2010).flac",,17039360
/Volumes/dotad/MUSIC/Steve Lacy/(2019) Apollo XXI/Steve Lacy - (2019) Apollo XXI - 05. Guide.flac,,17039360
/Volumes/dotad/MUSIC/Steve Lacy/(2019) Apollo XXI/Steve Lacy - (2019) Apollo XXI - 06. Lay Me down.flac,,17039360
/Volumes/dotad/MUSIC/Steve Lacy/(2019) Apollo XXI/Steve Lacy - (2019) Apollo XXI - 07. Hate CD.flac,,17039360
/Volumes/dotad/MUSIC/The Jacksons/(2010) Dancing Machine/The Jacksons - (2010) Dancing Machine - 04. Dancing Machine.flac,,17039360
/Volumes/dotad/MUSIC/The Orb/(1991) The Orb's Adventures Beyond the Ultraworld/The Orb - (1991) The Orb's Adventures Beyond the Ultraworld - 01-01. Little Fluffy Clouds.flac,,17039360
/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 03. Don't Say Nuthin'.flac,,17039360
/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 06. Web.flac,,17039360
/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 07. Boom!.flac,,17039360
/Volumes/dotad/MUSIC/The Shoes/(2011) Crack My Bones/The Shoes - (2011) Crack My Bones - 01. Stay the Same.flac,,17039360
/Volumes/dotad/MUSIC/The Shortwave Set/(2008) Replica Sun Machine/The Shortwave Set - (2008) Replica Sun Machine - 02. Glitches 'n' Bugs.flac,,17039360
/Volumes/dotad/MUSIC/The Tremeloes/(1998) The Best of The Tremeloes: Silence Is Golden/The Tremeloes - (1998) The Best of The Tremeloes: Silence Is Golden - 03. Silence Is Golden.flac,,17039360
/Volumes/dotad/MUSIC/Tinashe/(2018) Throw a Fit/Tinashe - (2018) Throw a Fit - 01. Throw a Fit.flac,,17039360
/Volumes/dotad/MUSIC/Ursula 1000/(1999) Now Sound of Ursula 1000/Ursula 1000 - (1999) Now Sound of Ursula 1000 - 12. Soft Landing.flac,,17039360
/Volumes/dotad/MUSIC/Various Artists/(2016) Die Hit-Giganten: Best of French Classics/Various Artists - (2016) Die Hit-Giganten: Best of French Classics - 02-12. Le Métèque.flac,,17039360
/Volumes/dotad/MUSIC/Willie J Healey/(2015) HD Malibu EP/Willie J Healey - (2015) HD Malibu EP - 02. HD Malibu.flac,,17039360
/Volumes/dotad/MUSIC/Wolfgang Tillmans/(2024) Build From Here/Wolfgang Tillmans - (2024) Build From Here - 02. Regratitude.flac,,17039360
/Volumes/dotad/MUSIC/Wolfgang Tillmans/(2024) Build From Here/Wolfgang Tillmans - (2024) Build From Here - 11. Modernist Survival Unit.flac,,17039360
/Volumes/dotad/MUSIC/Yaya Bey/(2022) Remember Your North Star/Yaya Bey - (2022) Remember Your North Star - 16. mama loves her son.flac,,17039360
/Volumes/dotad/MUSIC/Ziad Rahbani/(1997) Tabeh Lachi Tabeh Chi/Ziad Rahbani - (1997) Tabeh Lachi Tabeh Chi - 01-05. Ma Fi Tari'a.flac,,17039360
/Volumes/dotad/MUSIC/Ziad Rahbani/(2010) Bennesbeh Labokra Chou/Ziad Rahbani - (2010) Bennesbeh Labokra Chou - 10. Mash-had Al Jareme.flac,,17039360
"/Volumes/dotad/MUSIC/Øfdream/(2017) Anthology, Pt. 1 EP/Øfdream - (2017) Anthology, Pt. 1 EP - 01. Thelema.flac",,17039360
/Volumes/dotad/MUSIC/Sainte Vie/(2019) From Desolate Places and Forgotten Times/Sainte Vie - (2019) From Desolate Places and Forgotten Times - 01. High Seas.flac,,64225280
/Volumes/dotad/MUSIC/Sebastian Mullaert/(2015) You're An Orchestra In The Cosmos/Sebastian Mullaert - (2015) You're An Orchestra In The Cosmos - 03. You're An Orchestra In The Cosmos (Joris Voorn Remix).flac,,64225280
/Volumes/dotad/MUSIC/Salif Keita/(2004) Madan/Salif Keita - (2004) Madan - 02. Madan Exotic (Martin Solveig Exotic Disco Mix).flac,,47447552
/Volumes/dotad/MUSIC/VanJess/(2021) Homegrown/VanJess - (2021) Homegrown - 02. Slow Down.flac,,47447552
/Volumes/dotad/MUSIC/Sam Davies/(2016) Sunbound/Sam Davies - (2016) Sunbound - 01. Sunbound.flac,,48496640
/Volumes/dotad/MUSIC/Schlindwein/(2019) Piano & Electronic Ensemble Op. 1/Schlindwein - (2019) Piano & Electronic Ensemble Op. 1 - 02. Sparks  (Uncut).flac,,48496640
/Volumes/dotad/MUSIC/The Black Keys/(2008) Attack & Release/The Black Keys - (2008) Attack & Release - 04. Psychotic Girl.flac,,48496640
/Volumes/dotad/MUSIC/Savage Garden/(2015) The Singles/Savage Garden - (2015) The Singles - 01-12. Affirmation.flac,,63176704
/Volumes/dotad/MUSIC/Sunny Day Real Estate/(2013) Diary (Remastered)/Sunny Day Real Estate - (2013) Diary (Remastered) - 01. Seven.flac,,63176704
/Volumes/dotad/MUSIC/Schlindwein/(2019) Piano & Electronic Ensemble Op. 1/Schlindwein - (2019) Piano & Electronic Ensemble Op. 1 - 05. Bloom  (Uncut).flac,,51641856
"/Volumes/dotad/MUSIC/Warda, Fairuz/(2000) East Queens/Warda, Fairuz - (2000) East Queens - 03. Wahashtoo Nee.flac",,51641856
/Volumes/dotad/MUSIC/Scoobert Doobert/(2021) Big Hug/Scoobert Doobert - (2021) Big Hug - 07. Heffalumps and Woozles.flac,,18782268
/Volumes/dotad/MUSIC/Scoobert Doobert/(2021) Big Hug/Scoobert Doobert - (2021) Big Hug - 15. Hold Up.flac,,18782268
/Volumes/dotad/MUSIC/Shania Twain/(1997) Come On Over/Shania Twain - (1997) Come On Over - 10. You're Still the One.flac,,84148224
/Volumes/dotad/MUSIC/TEED/(2023) When the Lights Go/TEED - (2023) When the Lights Go - 03-03. Blood In The Snow (Tibi Dabo Remix).flac,,84148224
/Volumes/dotad/MUSIC/Simple Minds/(1989) Street Fighting Years/Simple Minds - (1989) Street Fighting Years - 08. Mandela Day.flac,,41680896
/Volumes/dotad/MUSIC/The Anchoress/(2023) Love Will Tear Us Apart/The Anchoress - (2023) Love Will Tear Us Apart - 01. Love Will Tear Us Apart.flac,,41680896
/Volumes/dotad/MUSIC/Snarky Puppy/(2016) Culcha Vulcha/Snarky Puppy - (2016) Culcha Vulcha - 05. Beep Box.flac,,49020928
/Volumes/dotad/MUSIC/Various Artists/(2020) Unbroken Dreams Of Light/Various Artists - (2020) Unbroken Dreams Of Light - 12. Munki.flac,,49020928
/Volumes/dotad/MUSIC/Sonic Animation/(2002) Reality by Deception/Sonic Animation - (2002) Reality by Deception - 10. It's Time.flac,,50069504
/Volumes/dotad/MUSIC/salute/(2024) system (single)/salute - (2024) system (single) - 01. system.flac,,50069504
/Volumes/dotad/MUSIC/Soundtrack/(2010) Safarbarlek - Bint El Harass/Soundtrack - (2010) Safarbarlek - Bint El Harass - 13. L'Entrée Au Serail.flac,,8396288
/Volumes/dotad/MUSIC/Wolfgang Tillmans/(2024) Build From Here/Wolfgang Tillmans - (2024) Build From Here - 01. Where Does The Tune Hide?.flac,,8396288
/Volumes/dotad/MUSIC/Soundtrack/(2013) Songs From the God That Comes/Soundtrack - (2013) Songs From the God That Comes - 11. He's Mine.flac,,40107520
/Volumes/dotad/MUSIC/Ziad Rahbani/(1997) Tabeh Lachi Tabeh Chi/Ziad Rahbani - (1997) Tabeh Lachi Tabeh Chi - 02-07. Bassita.flac,,40107520
/Volumes/dotad/MUSIC/Soundtrack/(2024) Bob Marley: One Love (Music Inspired by the Film)/Soundtrack - (2024) Bob Marley: One Love (Music Inspired by the Film) - 07. Redemption Song.flac,,84409856
/Volumes/dotad/MUSIC/The Chemical Brothers/(2022) I Love Tekno (Alt Mix  41096)/The Chemical Brothers - (2022) I Love Tekno (Alt Mix  41096) - 01. I Love Tekno (alt mix  41096).flac,,84409856
/Volumes/dotad/MUSIC/The Obese Turtles/(2020) Happy Together/The Obese Turtles - (2020) Happy Together - 01. Happy Together.flac,,84409856
/Volumes/dotad/MUSIC/Steve Lacy/(2019) Apollo XXI/Steve Lacy - (2019) Apollo XXI - 04. Basement Jack.flac,,8650752
/Volumes/dotad/MUSIC/Steve Lacy/(2019) Apollo XXI/Steve Lacy - (2019) Apollo XXI - 08. In Lust We Trust....flac,,8650752
/Volumes/dotad/MUSIC/Steve Lacy/(2019) Apollo XXI/Steve Lacy - (2019) Apollo XXI - 10. Amandla's Interlude.flac,,8650752
"/Volumes/dotad/MUSIC/Stéphane Pompougnac/(2000) Hôtel Costes, Volume 3: Étage 3/Stéphane Pompougnac - (2000) Hôtel Costes, Volume 3: Étage 3 - 12. Cleopatra in New York.flac",,8650752
/Volumes/dotad/MUSIC/TEED/(2023) When the Lights Go/TEED - (2023) When the Lights Go - 01-10. Basement.flac,,8650752
/Volumes/dotad/MUSIC/The Irrepressibles/(2021) Superheroes (Deluxe Edition)/The Irrepressibles - (2021) Superheroes (Deluxe Edition) - 15. Let Go (Everybody Move Your Body Listen to Your Heart) [Tinlicker Remix 12 Inch Version].flac,,8650752
/Volumes/dotad/MUSIC/The Outsiders/(2017) The Golden Years of Dutch Pop Music (A&B Sides and More)/The Outsiders - (2017) The Golden Years of Dutch Pop Music (A&B Sides and More) - 01-07. Summer Is Here.flac,,8650752
"/Volumes/dotad/MUSIC/Wave Noises;Ocean Sounds;Nature Sounds/(2022) #01 Ocean Noises for Sleep, Relaxation, Wellness, Neighbor Noise/Wave Noises;Ocean Sounds;Nature Sounds - (2022) #01 Ocean Noises for Sleep, Relaxation, Wellness, Neighbor Noise - 75. Beach Waves for Kids.flac",,8650752
/Volumes/dotad/MUSIC/Willie Nelson/(2003) Yesterday's Wine/Willie Nelson - (2003) Yesterday's Wine - 06. Summer of Roses.flac,,8650752
/Volumes/dotad/MUSIC/Wolfgang Tillmans/(2024) Build From Here/Wolfgang Tillmans - (2024) Build From Here - 13. Not Telling A Friend.flac,,8650752
/Volumes/dotad/MUSIC/XXXTENTACION/(2018) ?/XXXTENTACION - (2018) ? - 17. schizophrenia.flac,,8650752
/Volumes/dotad/MUSIC/Ziad Rahbani/(2010) Bennesbeh Labokra Chou/Ziad Rahbani - (2010) Bennesbeh Labokra Chou - 08. Mash-had Zakaraya W Najeeb.flac,,8650752
/Volumes/dotad/MUSIC/Sufjan Stevens/(2023) Javelin/Sufjan Stevens - (2023) Javelin - 02. A Running Start.flac,,102299795
/Volumes/dotad/MUSIC/Sufjan Stevens/(2023) Javelin/Sufjan Stevens - (2023) Javelin - 07. So You Are Tired.flac,,102299795
/Volumes/dotad/MUSIC/Superdiesel  Perdu/(2019) Delightful Sounds to Boogie/Superdiesel  Perdu - (2019) Delightful Sounds to Boogie - 01. Ticket Nar de Zon (Prins Thomas Diskomiks - long version).flac,,50593792
/Volumes/dotad/MUSIC/The Notorious B.I.G./(2014) Life After Death (remastered edition)/The Notorious B.I.G. - (2014) Life After Death (remastered edition) - 13. Notorious Thugs.flac,,50593792
